"peaks1"	"seqnames"	"start"	"end"	"width"	"strand"	"peakNames"	"peaks2"	"seqnames"	"start"	"end"	"width"	"strand"	"score"	"signalValue"	"pValue"	"qValue"	"peak"	"overlapFeature"	"shortestDistance"
"124"	"6"	39592323	39592822	500	"*"	LH20_HO1_ol_merged__195	"GroupB_HO1_GroupA_LH20_peak_1005"	"6"	39592361	39592608	248	"*"	30	2.22547	3.03953	0	43	"includeFeature"	38
"125"	"6"	47654155	47655012	858	"*"	LH20_HO1_ol_merged__196	"GroupB_HO1_GroupA_LH20_peak_1006"	"6"	47654155	47654641	487	"*"	66	1.81597	6.64137	2.11176	312	"includeFeature"	0
"126"	"6"	47739616	47740158	543	"*"	LH20_HO1_ol_merged__197	"GroupB_HO1_GroupA_LH20_peak_1008"	"6"	47739621	47740101	481	"*"	58	1.62141	5.81108	1.40354	46	"includeFeature"	5
"127"	"6"	47748095	47749015	921	"*"	LH20_HO1_ol_merged__199	"GroupB_HO1_GroupA_LH20_peak_1010"	"6"	47748151	47749015	865	"*"	97	1.72756	9.73876	5.02889	104	"overlapStart"	0
"128"	"6"	47771502	47772460	959	"*"	LH20_HO1_ol_merged__202	"GroupB_HO1_GroupA_LH20_peak_1014"	"6"	47771502	47772460	959	"*"	65	2.2515	6.56649	2.04346	914	"overlap"	0
"129"	"6"	51458421	51460820	2400	"*"	LH20_HO1_ol_merged__203	"GroupB_HO1_GroupA_LH20_peak_1017"	"6"	51458976	51460820	1845	"*"	90	3.89257	9.09013	4.40046	1651	"overlapStart"	0
"130"	"6"	72439013	72439516	504	"*"	LH20_HO1_ol_merged__205	"GroupB_HO1_GroupA_LH20_peak_1024"	"6"	72439261	72439516	256	"*"	50	2.81893	5.01464	0.76813	193	"overlapStart"	0
"131"	"6"	128760686	128761030	345	"*"	LH20_HO1_ol_merged__208	"GroupB_HO1_GroupA_LH20_peak_1049"	"6"	128760686	128761030	345	"*"	140	4.37862	14.01005	9.2004	175	"overlap"	0
"132"	"6"	136803569	136804415	847	"*"	LH20_HO1_ol_merged__209	"GroupB_HO1_GroupA_LH20_peak_1059"	"6"	136803927	136804415	489	"*"	66	2.65809	6.66697	2.13576	365	"overlapStart"	0
"133"	"6"	139460679	139461645	967	"*"	LH20_HO1_ol_merged__210	"GroupB_HO1_GroupA_LH20_peak_1060"	"6"	139460679	139461645	967	"*"	68	1.72941	6.89942	2.34515	899	"overlap"	0
"134"	"6"	139475083	139475736	654	"*"	LH20_HO1_ol_merged__211	"GroupB_HO1_GroupA_LH20_peak_1062"	"6"	139475090	139475338	249	"*"	39	1.59478	3.96273	0.10147	212	"includeFeature"	7
"135"	"6"	145211232	145211989	758	"*"	LH20_HO1_ol_merged__213	"GroupB_HO1_GroupA_LH20_peak_1067"	"6"	145211232	145211468	237	"*"	98	1.75632	9.87116	5.1557	84	"includeFeature"	0
"135"	"6"	145211232	145211989	758	"*"	LH20_HO1_ol_merged__213	"GroupB_HO1_GroupA_LH20_peak_1068"	"6"	145211751	145211989	239	"*"	60	1.56716	6.06307	1.60466	126	"overlapStart"	0
"136"	"6"	145224889	145225260	372	"*"	LH20_HO1_ol_merged__214	"GroupB_HO1_GroupA_LH20_peak_1069"	"6"	145224990	145225260	271	"*"	45	1.59515	4.56956	0.47132	133	"overlapStart"	0
"137"	"6"	145249293	145249663	371	"*"	LH20_HO1_ol_merged__217	"GroupB_HO1_GroupA_LH20_peak_1076"	"6"	145249325	145249663	339	"*"	59	1.52644	5.90604	1.48513	106	"overlapStart"	0
"138"	"6"	145341360	145341929	570	"*"	LH20_HO1_ol_merged__218	"GroupB_HO1_GroupA_LH20_peak_1079"	"6"	145341523	145341921	399	"*"	113	1.87319	11.35807	6.59982	231	"includeFeature"	8
"139"	"6"	148634809	148635363	555	"*"	LH20_HO1_ol_merged__219	"GroupB_HO1_GroupA_LH20_peak_1088"	"6"	148634829	148635363	535	"*"	52	1.60244	5.20303	0.92059	208	"overlapStart"	0
"140"	"6"	148666050	148666973	924	"*"	LH20_HO1_ol_merged__221	"GroupB_HO1_GroupA_LH20_peak_1090"	"6"	148666409	148666973	565	"*"	52	1.61688	5.26527	0.97469	383	"overlapStart"	0
"141"	"7"	5274134	5274616	483	"*"	LH20_HO1_ol_merged__222	"GroupB_HO1_GroupA_LH20_peak_1094"	"7"	5274153	5274616	464	"*"	59	3.11406	5.92962	1.48513	388	"overlapStart"	0
"142"	"7"	38538171	38538563	393	"*"	LH20_HO1_ol_merged__223	"GroupB_HO1_GroupA_LH20_peak_1103"	"7"	38538174	38538526	353	"*"	49	1.94995	4.91134	0.68733	82	"includeFeature"	3
"143"	"7"	128523806	128524501	696	"*"	LH20_HO1_ol_merged__226	"GroupB_HO1_GroupA_LH20_peak_1125"	"7"	128523961	128524501	541	"*"	48	2.80265	4.80297	0.59658	265	"overlapStart"	0
"144"	"8"	4763585	4764131	547	"*"	LH20_HO1_ol_merged__228	"GroupB_HO1_GroupA_LH20_peak_1141"	"8"	4763585	4763850	266	"*"	55	2.9673	5.56451	1.19023	79	"includeFeature"	0
"145"	"8"	13104843	13105442	600	"*"	LH20_HO1_ol_merged__230	"GroupB_HO1_GroupA_LH20_peak_1159"	"8"	13104949	13105425	477	"*"	96	3.22707	9.60183	4.89531	319	"includeFeature"	17
"146"	"8"	19721828	19722692	865	"*"	LH20_HO1_ol_merged__231	"GroupB_HO1_GroupA_LH20_peak_1172"	"8"	19722402	19722649	248	"*"	59	1.57763	5.96164	1.51452	211	"includeFeature"	43
"147"	"8"	19733588	19734123	536	"*"	LH20_HO1_ol_merged__232	"GroupB_HO1_GroupA_LH20_peak_1173"	"8"	19733588	19734123	536	"*"	67	1.81155	6.79648	2.25159	109	"overlap"	0
"148"	"8"	19752646	19753201	556	"*"	LH20_HO1_ol_merged__233	"GroupB_HO1_GroupA_LH20_peak_1174"	"8"	19752746	19753002	257	"*"	65	1.99452	6.54295	2.02146	110	"includeFeature"	100
"149"	"8"	19766927	19767339	413	"*"	LH20_HO1_ol_merged__234	"GroupB_HO1_GroupA_LH20_peak_1176"	"8"	19766954	19767333	380	"*"	34	1.49964	3.47374	0	345	"includeFeature"	6
"150"	"8"	19784626	19785041	416	"*"	LH20_HO1_ol_merged__235	"GroupB_HO1_GroupA_LH20_peak_1178"	"8"	19784646	19785040	395	"*"	115	1.62035	11.50379	6.7435	168	"includeFeature"	1
"151"	"8"	19927665	19928414	750	"*"	LH20_HO1_ol_merged__237	"GroupB_HO1_GroupA_LH20_peak_1181"	"8"	19927665	19928414	750	"*"	30	1.42563	3.06652	0	10	"overlap"	0
"152"	"8"	20102007	20102691	685	"*"	LH20_HO1_ol_merged__240	"GroupB_HO1_GroupA_LH20_peak_1187"	"8"	20102007	20102691	685	"*"	79	1.62336	7.91179	3.28047	608	"overlap"	0
"153"	"8"	20106637	20107436	800	"*"	LH20_HO1_ol_merged__241	"GroupB_HO1_GroupA_LH20_peak_1188"	"8"	20106688	20107436	749	"*"	68	1.5083	6.88161	2.32946	671	"overlapStart"	0
"154"	"8"	20121792	20122078	287	"*"	LH20_HO1_ol_merged__242	"GroupB_HO1_GroupA_LH20_peak_1190"	"8"	20121845	20122078	234	"*"	77	1.66763	7.74216	3.12581	93	"overlapStart"	0
"155"	"8"	20130029	20131043	1015	"*"	LH20_HO1_ol_merged__243	"GroupB_HO1_GroupA_LH20_peak_1191"	"8"	20130087	20130450	364	"*"	33	1.42058	3.30818	0	339	"includeFeature"	58
"156"	"8"	20318209	20318646	438	"*"	LH20_HO1_ol_merged__249	"GroupB_HO1_GroupA_LH20_peak_1200"	"8"	20318209	20318618	410	"*"	70	1.87809	7.0148	2.45337	346	"includeFeature"	0
"157"	"8"	20351007	20351560	554	"*"	LH20_HO1_ol_merged__251	"GroupB_HO1_GroupA_LH20_peak_1203"	"8"	20351007	20351532	526	"*"	70	1.90165	7.0054	2.4444	315	"includeFeature"	0
"158"	"8"	20352037	20352405	369	"*"	LH20_HO1_ol_merged__252	"GroupB_HO1_GroupA_LH20_peak_1204"	"8"	20352138	20352405	268	"*"	43	1.49278	4.3319	0.28763	38	"overlapStart"	0
"159"	"8"	20504675	20505304	630	"*"	LH20_HO1_ol_merged__255	"GroupB_HO1_GroupA_LH20_peak_1210"	"8"	20504755	20505057	303	"*"	53	1.77336	5.30864	1.00977	56	"includeFeature"	80
"160"	"8"	20603781	20604167	387	"*"	LH20_HO1_ol_merged__260	"GroupB_HO1_GroupA_LH20_peak_1217"	"8"	20603787	20604167	381	"*"	66	1.7025	6.69944	2.1652	78	"overlapStart"	0
"161"	"8"	20619662	20620146	485	"*"	LH20_HO1_ol_merged__261	"GroupB_HO1_GroupA_LH20_peak_1222"	"8"	20619887	20620146	260	"*"	41	1.4663	4.16616	0.24427	232	"overlapStart"	0
"162"	"8"	20642691	20643484	794	"*"	LH20_HO1_ol_merged__263	"GroupB_HO1_GroupA_LH20_peak_1225"	"8"	20642721	20643381	661	"*"	30	1.38248	3.01971	0	0	"includeFeature"	30
"163"	"8"	20673965	20674249	285	"*"	LH20_HO1_ol_merged__264	"GroupB_HO1_GroupA_LH20_peak_1227"	"8"	20673965	20674210	246	"*"	76	2.1875	7.61641	3.00722	157	"includeFeature"	0
"164"	"8"	21093020	21093329	310	"*"	LH20_HO1_ol_merged__265	"GroupB_HO1_GroupA_LH20_peak_1237"	"8"	21093042	21093329	288	"*"	70	3.01747	7.03912	2.47569	105	"overlapStart"	0
"165"	"8"	21252629	21253083	455	"*"	LH20_HO1_ol_merged__266	"GroupB_HO1_GroupA_LH20_peak_1239"	"8"	21252629	21252867	239	"*"	64	2.99959	6.40892	1.91217	72	"includeFeature"	0
"166"	"8"	31187019	31187507	489	"*"	LH20_HO1_ol_merged__267	"GroupB_HO1_GroupA_LH20_peak_1257"	"8"	31187019	31187274	256	"*"	44	2.48516	4.45335	0.38458	235	"includeFeature"	0
"167"	"8"	41043379	41043833	455	"*"	LH20_HO1_ol_merged__268	"GroupB_HO1_GroupA_LH20_peak_1293"	"8"	41043379	41043749	371	"*"	31	2.21439	3.1265	0	97	"includeFeature"	0
"168"	"8"	55507388	55507864	477	"*"	LH20_HO1_ol_merged__269	"GroupB_HO1_GroupA_LH20_peak_1321"	"8"	55507440	55507808	369	"*"	39	1.53144	3.99155	0.11342	41	"includeFeature"	52
"169"	"8"	57514087	57515073	987	"*"	LH20_HO1_ol_merged__270	"GroupB_HO1_GroupA_LH20_peak_1327"	"8"	57514398	57515073	676	"*"	45	2.48639	4.59741	0.4897	141	"overlapStart"	0
"170"	"8"	70509170	70509491	322	"*"	LH20_HO1_ol_merged__271	"GroupB_HO1_GroupA_LH20_peak_1361"	"8"	70509170	70509411	242	"*"	48	2.36639	4.88983	0.66832	71	"includeFeature"	0
"171"	"8"	71406069	71406696	628	"*"	LH20_HO1_ol_merged__272	"GroupB_HO1_GroupA_LH20_peak_1366"	"8"	71406069	71406330	262	"*"	44	2.31536	4.46769	0.39689	59	"includeFeature"	0
"172"	"8"	71488071	71488563	493	"*"	LH20_HO1_ol_merged__273	"GroupB_HO1_GroupA_LH20_peak_1367"	"8"	71488324	71488563	240	"*"	46	2.32661	4.62833	0.5129	90	"overlapStart"	0
"173"	"8"	75108807	75109298	492	"*"	LH20_HO1_ol_merged__274	"GroupB_HO1_GroupA_LH20_peak_1375"	"8"	75108979	75109298	320	"*"	59	2.7453	5.99798	1.54581	92	"overlapStart"	0
"174"	"8"	78508989	78509267	279	"*"	LH20_HO1_ol_merged__275	"GroupB_HO1_GroupA_LH20_peak_1378"	"8"	78509034	78509267	234	"*"	48	2.43021	4.83951	0.62791	153	"overlapStart"	0
"175"	"8"	79711348	79711742	395	"*"	LH20_HO1_ol_merged__276	"GroupB_HO1_GroupA_LH20_peak_1385"	"8"	79711348	79711606	259	"*"	72	3.21901	7.24131	2.65793	58	"includeFeature"	0
"176"	"8"	83608238	83608735	498	"*"	LH20_HO1_ol_merged__277	"GroupB_HO1_GroupA_LH20_peak_1396"	"8"	83608292	83608552	261	"*"	35	2.14163	3.58251	0	89	"includeFeature"	54
"177"	"8"	84249233	84249681	449	"*"	LH20_HO1_ol_merged__278	"GroupB_HO1_GroupA_LH20_peak_1399"	"8"	84249233	84249660	428	"*"	48	2.32582	4.87336	0.65604	372	"includeFeature"	0
"178"	"8"	84663108	84663735	628	"*"	LH20_HO1_ol_merged__279	"GroupB_HO1_GroupA_LH20_peak_1401"	"8"	84663108	84663735	628	"*"	55	2.61833	5.59084	1.21272	329	"overlap"	0
"179"	"8"	85300744	85301237	494	"*"	LH20_HO1_ol_merged__280	"GroupB_HO1_GroupA_LH20_peak_1407"	"8"	85300797	85301237	441	"*"	49	2.42671	4.96273	0.73076	192	"overlapStart"	0
"180"	"8"	94702867	94704162	1296	"*"	LH20_HO1_ol_merged__281	"GroupB_HO1_GroupA_LH20_peak_1435"	"8"	94702867	94703663	797	"*"	46	2.61297	4.65254	0.53206	229	"includeFeature"	0
"181"	"8"	94838449	94838908	460	"*"	LH20_HO1_ol_merged__282	"GroupB_HO1_GroupA_LH20_peak_1436"	"8"	94838449	94838704	256	"*"	46	2.33066	4.64195	0.52292	115	"includeFeature"	0
"182"	"8"	107602446	107603064	619	"*"	LH20_HO1_ol_merged__283	"GroupB_HO1_GroupA_LH20_peak_1458"	"8"	107602446	107602681	236	"*"	38	2.40951	3.84398	0.0108	113	"includeFeature"	0
"183"	"8"	112034633	112035174	542	"*"	LH20_HO1_ol_merged__285	"GroupB_HO1_GroupA_LH20_peak_1472"	"8"	112034633	112035079	447	"*"	42	2.56361	4.22558	0.24541	78	"includeFeature"	0
"184"	"8"	117801376	117801816	441	"*"	LH20_HO1_ol_merged__286	"GroupB_HO1_GroupA_LH20_peak_1480"	"8"	117801427	117801816	390	"*"	36	2.07663	3.67939	0	385	"overlapStart"	0
"185"	"8"	123105847	123106683	837	"*"	LH20_HO1_ol_merged__287	"GroupB_HO1_GroupA_LH20_peak_1488"	"8"	123106223	123106683	461	"*"	56	2.64004	5.66096	1.27241	62	"overlapStart"	0
"186"	"9"	78175343	78175624	282	"*"	LH20_HO1_ol_merged__299	"GroupB_HO1_GroupA_LH20_peak_1534"	"9"	78175346	78175616	271	"*"	320	5.13771	32.01754	27.07561	98	"includeFeature"	3
"187"	"9"	78477087	78477794	708	"*"	LH20_HO1_ol_merged__300	"GroupB_HO1_GroupA_LH20_peak_1535"	"9"	78477320	78477794	475	"*"	45	2.64562	4.58192	0.47582	342	"overlapStart"	0
"188"	"9"	78480578	78481553	976	"*"	LH20_HO1_ol_merged__301	"GroupB_HO1_GroupA_LH20_peak_1537"	"9"	78481068	78481503	436	"*"	59	3.11406	5.92962	1.48513	69	"includeFeature"	50
"189"	"9"	86459165	86459602	438	"*"	LH20_HO1_ol_merged__302	"GroupB_HO1_GroupA_LH20_peak_1538"	"9"	86459200	86459438	239	"*"	38	2.23782	3.86965	0.03099	103	"includeFeature"	35
"190"	"9"	102717815	102718320	506	"*"	LH20_HO1_ol_merged__303	"GroupB_HO1_GroupA_LH20_peak_1543"	"9"	102717839	102718320	482	"*"	40	2.50637	4.0847	0.17902	155	"overlapStart"	0
"191"	"GL456216.1"	8876	9519	644	"*"	LH20_HO1_ol_merged__304	"GroupB_HO1_GroupA_LH20_peak_1553"	"GL456216.1"	9237	9519	283	"*"	47	2.60391	4.7811	0.59658	161	"overlapStart"	0
"192"	"GL456367.1"	1131	1681	551	"*"	LH20_HO1_ol_merged__305	"GroupB_HO1_GroupA_LH20_peak_1554"	"GL456367.1"	1131	1365	235	"*"	74	2.3497	7.47091	2.86968	153	"includeFeature"	0
"193"	"GL456367.1"	8274	8542	269	"*"	LH20_HO1_ol_merged__306	"GroupB_HO1_GroupA_LH20_peak_1555"	"GL456367.1"	8276	8525	250	"*"	118	2.19101	11.81354	7.04831	161	"includeFeature"	2
"194"	"JH584304.1"	58898	60662	1765	"*"	LH20_HO1_ol_merged__312	"GroupB_HO1_GroupA_LH20_peak_1565"	"JH584304.1"	58898	60134	1237	"*"	210	1.87117	21.04337	16.15819	1044	"includeFeature"	0
"194"	"JH584304.1"	58898	60662	1765	"*"	LH20_HO1_ol_merged__312	"GroupB_HO1_GroupA_LH20_peak_1566"	"JH584304.1"	60406	60662	257	"*"	48	1.26428	4.8756	0.65791	240	"overlapStart"	0
"195"	"X"	31184749	31185477	729	"*"	LH20_HO1_ol_merged__323	"GroupB_HO1_GroupA_LH20_peak_1579"	"X"	31185224	31185477	254	"*"	43	2.50926	4.37734	0.32582	103	"overlapStart"	0
"196"	"X"	94913894	94914701	808	"*"	LH20_HO1_ol_merged__326	"GroupB_HO1_GroupA_LH20_peak_1590"	"X"	94914177	94914601	425	"*"	72	2.35353	7.24172	2.65819	114	"includeFeature"	100
"197"	"X"	126747759	126748194	436	"*"	LH20_HO1_ol_merged__329	"GroupB_HO1_GroupA_LH20_peak_1594"	"X"	126747759	126748181	423	"*"	67	2.64417	6.77016	2.22791	97	"includeFeature"	0
"198"	"X"	126750048	126750545	498	"*"	LH20_HO1_ol_merged__330	"GroupB_HO1_GroupA_LH20_peak_1595"	"X"	126750048	126750535	488	"*"	99	3.80416	9.90467	5.1876	311	"includeFeature"	0
"199"	"X"	126753503	126754527	1025	"*"	LH20_HO1_ol_merged__332	"GroupB_HO1_GroupA_LH20_peak_1597"	"X"	126753625	126754527	903	"*"	79	2.63308	7.96701	3.3321	142	"overlapStart"	0
"200"	"X"	126761417	126762048	632	"*"	LH20_HO1_ol_merged__334	"GroupB_HO1_GroupA_LH20_peak_1600"	"X"	126761687	126762048	362	"*"	66	2.65809	6.66697	2.13576	173	"overlapStart"	0
"201"	"X"	126776765	126777321	557	"*"	LH20_HO1_ol_merged__339	"GroupB_HO1_GroupA_LH20_peak_1606"	"X"	126776863	126777242	380	"*"	70	2.35773	7.01259	2.4512	277	"includeFeature"	79
"202"	"X"	148864999	148865330	332	"*"	LH20_HO1_ol_merged__340	"GroupB_HO1_GroupA_LH20_peak_1611"	"X"	148865031	148865330	300	"*"	39	2.08949	3.91965	0.06986	276	"overlapStart"	0
"203"	"X"	169981205	169981899	695	"*"	LH20_HO1_ol_merged__342	"GroupB_HO1_GroupA_LH20_peak_1615"	"X"	169981205	169981637	433	"*"	74	3.22389	7.46733	2.86643	170	"includeFeature"	0
"204"	"X"	170019826	170020798	973	"*"	LH20_HO1_ol_merged__343	"GroupB_HO1_GroupA_LH20_peak_1616"	"X"	170019933	170020213	281	"*"	97	2.03963	9.77044	5.05977	149	"includeFeature"	107
"204"	"X"	170019826	170020798	973	"*"	LH20_HO1_ol_merged__343	"GroupB_HO1_GroupA_LH20_peak_1617"	"X"	170020455	170020765	311	"*"	60	1.80191	6.05393	1.59626	180	"includeFeature"	33
"205"	"Y"	10170616	10171033	418	"*"	LH20_HO1_ol_merged__344	"GroupB_HO1_GroupA_LH20_peak_1619"	"Y"	10170627	10171027	401	"*"	53	2.95835	5.35558	1.01218	332	"includeFeature"	6
"206"	"Y"	90740206	90740873	668	"*"	LH20_HO1_ol_merged__346	"GroupB_HO1_GroupA_LH20_peak_1622"	"Y"	90740206	90740823	618	"*"	44	1.48054	4.4178	0.35465	233	"includeFeature"	0
"207"	"Y"	90785024	90785462	439	"*"	LH20_HO1_ol_merged__347	"GroupB_HO1_GroupA_LH20_peak_1623"	"Y"	90785189	90785424	236	"*"	51	1.96998	5.1065	0.84157	186	"includeFeature"	38
"208"	"Y"	90794612	90795385	774	"*"	LH20_HO1_ol_merged__348	"GroupB_HO1_GroupA_LH20_peak_1624"	"Y"	90795122	90795382	261	"*"	44	1.64684	4.4656	0.39524	101	"includeFeature"	3
"209"	"Y"	90797888	90798463	576	"*"	LH20_HO1_ol_merged__350	"GroupB_HO1_GroupA_LH20_peak_1626"	"Y"	90797888	90798253	366	"*"	97	2.09021	9.73771	5.02793	86	"includeFeature"	0
"210"	"Y"	90811522	90812974	1453	"*"	LH20_HO1_ol_merged__353	"GroupB_HO1_GroupA_LH20_peak_1630"	"Y"	90811522	90812974	1453	"*"	135	1.92965	13.57131	8.76713	835	"overlap"	0
"211"	"Y"	90829605	90829990	386	"*"	LH20_HO1_ol_merged__354	"GroupB_HO1_GroupA_LH20_peak_1631"	"Y"	90829605	90829958	354	"*"	83	2.22018	8.39323	3.73719	157	"includeFeature"	0
