"peaks1"	"seqnames"	"start"	"end"	"width"	"strand"	"peakNames"	"peaks2"	"seqnames"	"start"	"end"	"width"	"strand"	"score"	"signalValue"	"pValue"	"qValue"	"peak"	"overlapFeature"	"shortestDistance"
"124"	"6"	39592323	39592822	500	"*"	LH20_HO1_ol_merged__195	"GroupA_HO1_GroupA_LH20_peak_1070"	"6"	39592323	39592822	500	"*"	66	3.23627	6.65253	2.19891	113	"overlap"	0
"125"	"6"	47654155	47655012	858	"*"	LH20_HO1_ol_merged__196	"GroupA_HO1_GroupA_LH20_peak_1072"	"6"	47654457	47655012	556	"*"	84	2.00827	8.47743	3.88793	461	"overlapStart"	0
"126"	"6"	47739616	47740158	543	"*"	LH20_HO1_ol_merged__197	"GroupA_HO1_GroupA_LH20_peak_1073"	"6"	47739616	47740158	543	"*"	100	1.9067	10.00576	5.33957	123	"overlap"	0
"127"	"6"	47748095	47749015	921	"*"	LH20_HO1_ol_merged__199	"GroupA_HO1_GroupA_LH20_peak_1075"	"6"	47748095	47748728	634	"*"	148	1.91658	14.86098	10.07309	163	"includeFeature"	0
"128"	"6"	47771502	47772460	959	"*"	LH20_HO1_ol_merged__202	"GroupA_HO1_GroupA_LH20_peak_1079"	"6"	47771886	47772457	572	"*"	53	1.99887	5.3568	1.12545	486	"includeFeature"	3
"129"	"6"	51458421	51460820	2400	"*"	LH20_HO1_ol_merged__203	"GroupA_HO1_GroupA_LH20_peak_1082"	"6"	51458421	51460235	1815	"*"	105	4.11889	10.53447	5.84498	1553	"includeFeature"	0
"130"	"6"	72439013	72439516	504	"*"	LH20_HO1_ol_merged__205	"GroupA_HO1_GroupA_LH20_peak_1088"	"6"	72439013	72439493	481	"*"	72	3.38337	7.25677	2.74147	306	"includeFeature"	0
"131"	"6"	128760686	128761030	345	"*"	LH20_HO1_ol_merged__208	"GroupA_HO1_GroupA_LH20_peak_1109"	"6"	128760705	128760987	283	"*"	106	3.70634	10.62908	5.93697	114	"includeFeature"	19
"132"	"6"	136803569	136804415	847	"*"	LH20_HO1_ol_merged__209	"GroupA_HO1_GroupA_LH20_peak_1117"	"6"	136803569	136804139	571	"*"	75	2.94541	7.5558	3.02264	517	"includeFeature"	0
"133"	"6"	139460679	139461645	967	"*"	LH20_HO1_ol_merged__210	"GroupA_HO1_GroupA_LH20_peak_1119"	"6"	139460858	139461565	708	"*"	79	1.8281	7.96927	3.40467	204	"includeFeature"	80
"134"	"6"	139475083	139475736	654	"*"	LH20_HO1_ol_merged__211	"GroupA_HO1_GroupA_LH20_peak_1121"	"6"	139475083	139475736	654	"*"	68	1.83383	6.87966	2.40637	303	"overlap"	0
"135"	"6"	145211232	145211989	758	"*"	LH20_HO1_ol_merged__213	"GroupA_HO1_GroupA_LH20_peak_1128"	"6"	145211262	145211984	723	"*"	72	1.54411	7.23194	2.72858	221	"includeFeature"	5
"136"	"6"	145224889	145225260	372	"*"	LH20_HO1_ol_merged__214	"GroupA_HO1_GroupA_LH20_peak_1132"	"6"	145224889	145225197	309	"*"	31	1.44908	3.18101	0	8	"includeFeature"	0
"137"	"6"	145249293	145249663	371	"*"	LH20_HO1_ol_merged__217	"GroupA_HO1_GroupA_LH20_peak_1138"	"6"	145249293	145249652	360	"*"	78	1.63126	7.81128	3.26287	234	"includeFeature"	0
"138"	"6"	145341360	145341929	570	"*"	LH20_HO1_ol_merged__218	"GroupA_HO1_GroupA_LH20_peak_1140"	"6"	145341360	145341929	570	"*"	116	1.8624	11.67984	6.95712	362	"overlap"	0
"139"	"6"	148634809	148635363	555	"*"	LH20_HO1_ol_merged__219	"GroupA_HO1_GroupA_LH20_peak_1146"	"6"	148634809	148635300	492	"*"	53	1.63812	5.3916	1.15671	83	"includeFeature"	0
"140"	"6"	148666050	148666973	924	"*"	LH20_HO1_ol_merged__221	"GroupA_HO1_GroupA_LH20_peak_1149"	"6"	148666050	148666537	488	"*"	31	1.42204	3.16633	0	0	"includeFeature"	0
"141"	"7"	5274134	5274616	483	"*"	LH20_HO1_ol_merged__222	"GroupA_HO1_GroupA_LH20_peak_1153"	"7"	5274134	5274580	447	"*"	39	2.50075	3.92921	0.12911	365	"includeFeature"	0
"142"	"7"	38538171	38538563	393	"*"	LH20_HO1_ol_merged__223	"GroupA_HO1_GroupA_LH20_peak_1159"	"7"	38538171	38538563	393	"*"	41	1.85452	4.16692	0.30477	16	"overlap"	0
"143"	"7"	128523806	128524501	696	"*"	LH20_HO1_ol_merged__226	"GroupA_HO1_GroupA_LH20_peak_1177"	"7"	128523806	128524088	283	"*"	38	2.40185	3.82485	0.12887	16	"includeFeature"	0
"144"	"8"	4763585	4764131	547	"*"	LH20_HO1_ol_merged__228	"GroupA_HO1_GroupA_LH20_peak_1188"	"8"	4763739	4764131	393	"*"	49	2.79496	4.95538	0.79692	66	"overlapStart"	0
"145"	"8"	13104843	13105442	600	"*"	LH20_HO1_ol_merged__230	"GroupA_HO1_GroupA_LH20_peak_1199"	"8"	13104843	13105442	600	"*"	38	2.01035	3.81762	0.12887	38	"overlap"	0
"146"	"8"	19721828	19722692	865	"*"	LH20_HO1_ol_merged__231	"GroupA_HO1_GroupA_LH20_peak_1212"	"8"	19721828	19722692	865	"*"	31	1.35511	3.12051	0	798	"overlap"	0
"147"	"8"	19733588	19734123	536	"*"	LH20_HO1_ol_merged__232	"GroupA_HO1_GroupA_LH20_peak_1213"	"8"	19733591	19733856	266	"*"	39	1.54921	3.92112	0.12911	116	"includeFeature"	3
"148"	"8"	19752646	19753201	556	"*"	LH20_HO1_ol_merged__233	"GroupA_HO1_GroupA_LH20_peak_1214"	"8"	19752646	19753201	556	"*"	39	1.65564	3.98981	0.16734	76	"overlap"	0
"149"	"8"	19766927	19767339	413	"*"	LH20_HO1_ol_merged__234	"GroupA_HO1_GroupA_LH20_peak_1215"	"8"	19766927	19767339	413	"*"	47	1.59793	4.76793	0.69362	363	"overlap"	0
"150"	"8"	19784626	19785041	416	"*"	LH20_HO1_ol_merged__235	"GroupA_HO1_GroupA_LH20_peak_1216"	"8"	19784626	19785041	416	"*"	173	1.77056	17.37709	12.5458	188	"overlap"	0
"151"	"8"	19927665	19928414	750	"*"	LH20_HO1_ol_merged__237	"GroupA_HO1_GroupA_LH20_peak_1221"	"8"	19927833	19928406	574	"*"	76	1.88082	7.62569	3.08877	166	"includeFeature"	8
"152"	"8"	20102007	20102691	685	"*"	LH20_HO1_ol_merged__240	"GroupA_HO1_GroupA_LH20_peak_1228"	"8"	20102016	20102691	676	"*"	43	1.3995	4.33391	0.41643	627	"overlapStart"	0
"153"	"8"	20106637	20107436	800	"*"	LH20_HO1_ol_merged__241	"GroupA_HO1_GroupA_LH20_peak_1229"	"8"	20106637	20107081	445	"*"	76	1.63631	7.65921	3.11874	342	"includeFeature"	0
"154"	"8"	20121792	20122078	287	"*"	LH20_HO1_ol_merged__242	"GroupA_HO1_GroupA_LH20_peak_1231"	"8"	20121792	20122063	272	"*"	79	1.66274	7.91687	3.35499	156	"includeFeature"	0
"155"	"8"	20130029	20131043	1015	"*"	LH20_HO1_ol_merged__243	"GroupA_HO1_GroupA_LH20_peak_1233"	"8"	20130029	20131043	1015	"*"	68	1.66733	6.89171	2.41735	377	"overlap"	0
"156"	"8"	20318209	20318646	438	"*"	LH20_HO1_ol_merged__249	"GroupA_HO1_GroupA_LH20_peak_1244"	"8"	20318215	20318646	432	"*"	77	1.91511	7.74125	3.19691	307	"overlapStart"	0
"157"	"8"	20351007	20351560	554	"*"	LH20_HO1_ol_merged__251	"GroupA_HO1_GroupA_LH20_peak_1249"	"8"	20351268	20351560	293	"*"	81	1.96045	8.10258	3.53207	69	"overlapStart"	0
"158"	"8"	20352037	20352405	369	"*"	LH20_HO1_ol_merged__252	"GroupA_HO1_GroupA_LH20_peak_1250"	"8"	20352037	20352383	347	"*"	74	1.67798	7.43561	2.91094	157	"includeFeature"	0
"159"	"8"	20504675	20505304	630	"*"	LH20_HO1_ol_merged__255	"GroupA_HO1_GroupA_LH20_peak_1265"	"8"	20504675	20505304	630	"*"	50	1.69784	5.03972	0.86438	480	"overlap"	0
"160"	"8"	20603781	20604167	387	"*"	LH20_HO1_ol_merged__260	"GroupA_HO1_GroupA_LH20_peak_1280"	"8"	20603781	20604119	339	"*"	98	1.86831	9.85831	5.19605	93	"includeFeature"	0
"161"	"8"	20619662	20620146	485	"*"	LH20_HO1_ol_merged__261	"GroupA_HO1_GroupA_LH20_peak_1282"	"8"	20619662	20620064	403	"*"	50	1.52792	5.03817	0.86297	306	"includeFeature"	0
"162"	"8"	20642691	20643484	794	"*"	LH20_HO1_ol_merged__263	"GroupA_HO1_GroupA_LH20_peak_1286"	"8"	20642691	20643484	794	"*"	33	1.38603	3.36846	0	2	"overlap"	0
"163"	"8"	20673965	20674249	285	"*"	LH20_HO1_ol_merged__264	"GroupA_HO1_GroupA_LH20_peak_1287"	"8"	20673985	20674249	265	"*"	143	2.71617	14.37109	9.59231	157	"overlapStart"	0
"164"	"8"	21093020	21093329	310	"*"	LH20_HO1_ol_merged__265	"GroupA_HO1_GroupA_LH20_peak_1290"	"8"	21093020	21093319	300	"*"	31	2.0077	3.17849	0	64	"includeFeature"	0
"165"	"8"	21252629	21253083	455	"*"	LH20_HO1_ol_merged__266	"GroupA_HO1_GroupA_LH20_peak_1291"	"8"	21252648	21253083	436	"*"	69	3.05772	6.96873	2.48652	132	"overlapStart"	0
"166"	"8"	31187019	31187507	489	"*"	LH20_HO1_ol_merged__267	"GroupA_HO1_GroupA_LH20_peak_1312"	"8"	31187208	31187507	300	"*"	33	2.10287	3.36562	0	274	"overlapStart"	0
"167"	"8"	41043379	41043833	455	"*"	LH20_HO1_ol_merged__268	"GroupA_HO1_GroupA_LH20_peak_1339"	"8"	41043528	41043833	306	"*"	36	2.35031	3.6955	0.04908	269	"overlapStart"	0
"168"	"8"	55507388	55507864	477	"*"	LH20_HO1_ol_merged__269	"GroupA_HO1_GroupA_LH20_peak_1362"	"8"	55507388	55507864	477	"*"	62	1.69334	6.27629	1.87735	70	"overlap"	0
"169"	"8"	57514087	57515073	987	"*"	LH20_HO1_ol_merged__270	"GroupA_HO1_GroupA_LH20_peak_1370"	"8"	57514087	57514677	591	"*"	36	2.20319	3.65549	0.02254	13	"includeFeature"	0
"170"	"8"	70509170	70509491	322	"*"	LH20_HO1_ol_merged__271	"GroupA_HO1_GroupA_LH20_peak_1390"	"8"	70509214	70509491	278	"*"	41	2.19837	4.19419	0.31354	176	"overlapStart"	0
"171"	"8"	71406069	71406696	628	"*"	LH20_HO1_ol_merged__272	"GroupA_HO1_GroupA_LH20_peak_1398"	"8"	71406122	71406696	575	"*"	63	2.65826	6.35179	1.94235	185	"overlapStart"	0
"172"	"8"	71488071	71488563	493	"*"	LH20_HO1_ol_merged__273	"GroupA_HO1_GroupA_LH20_peak_1399"	"8"	71488071	71488414	344	"*"	55	2.47469	5.53952	1.25133	201	"includeFeature"	0
"173"	"8"	75108807	75109298	492	"*"	LH20_HO1_ol_merged__274	"GroupA_HO1_GroupA_LH20_peak_1404"	"8"	75108807	75109223	417	"*"	50	2.4953	5.04786	0.87152	286	"includeFeature"	0
"174"	"8"	78508989	78509267	279	"*"	LH20_HO1_ol_merged__275	"GroupA_HO1_GroupA_LH20_peak_1408"	"8"	78508989	78509262	274	"*"	81	3.01156	8.17543	3.60066	111	"includeFeature"	0
"175"	"8"	79711348	79711742	395	"*"	LH20_HO1_ol_merged__276	"GroupA_HO1_GroupA_LH20_peak_1410"	"8"	79711449	79711742	294	"*"	71	3.11001	7.12692	2.63062	83	"overlapStart"	0
"176"	"8"	83608238	83608735	498	"*"	LH20_HO1_ol_merged__277	"GroupA_HO1_GroupA_LH20_peak_1423"	"8"	83608238	83608735	498	"*"	95	3.10036	9.50749	4.86379	194	"overlap"	0
"177"	"8"	84249233	84249681	449	"*"	LH20_HO1_ol_merged__278	"GroupA_HO1_GroupA_LH20_peak_1427"	"8"	84249290	84249681	392	"*"	66	2.73778	6.63795	2.19891	109	"overlapStart"	0
"178"	"8"	84663108	84663735	628	"*"	LH20_HO1_ol_merged__279	"GroupA_HO1_GroupA_LH20_peak_1428"	"8"	84663348	84663674	327	"*"	38	2.1144	3.80533	0.12373	55	"includeFeature"	61
"179"	"8"	85300744	85301237	494	"*"	LH20_HO1_ol_merged__280	"GroupA_HO1_GroupA_LH20_peak_1435"	"8"	85300744	85301099	356	"*"	50	2.50342	5.07371	0.89453	307	"includeFeature"	0
"180"	"8"	94702867	94704162	1296	"*"	LH20_HO1_ol_merged__281	"GroupA_HO1_GroupA_LH20_peak_1449"	"8"	94703217	94704162	946	"*"	64	3.01853	6.46331	2.04219	317	"overlapStart"	0
"181"	"8"	94838449	94838908	460	"*"	LH20_HO1_ol_merged__282	"GroupA_HO1_GroupA_LH20_peak_1450"	"8"	94838630	94838908	279	"*"	38	2.18531	3.82241	0.12887	38	"overlapStart"	0
"182"	"8"	107602446	107603064	619	"*"	LH20_HO1_ol_merged__283	"GroupA_HO1_GroupA_LH20_peak_1465"	"8"	107602468	107603064	597	"*"	41	2.46002	4.10757	0.25668	538	"overlapStart"	0
"183"	"8"	112034633	112035174	542	"*"	LH20_HO1_ol_merged__285	"GroupA_HO1_GroupA_LH20_peak_1479"	"8"	112034760	112035174	415	"*"	66	3.16893	6.68316	2.22621	196	"overlapStart"	0
"184"	"8"	117801376	117801816	441	"*"	LH20_HO1_ol_merged__286	"GroupA_HO1_GroupA_LH20_peak_1482"	"8"	117801376	117801686	311	"*"	35	2.09896	3.55422	0	281	"includeFeature"	0
"185"	"8"	123105847	123106683	837	"*"	LH20_HO1_ol_merged__287	"GroupA_HO1_GroupA_LH20_peak_1489"	"8"	123105847	123106272	426	"*"	40	2.25188	4.02762	0.19775	68	"includeFeature"	0
"186"	"9"	78175343	78175624	282	"*"	LH20_HO1_ol_merged__299	"GroupA_HO1_GroupA_LH20_peak_1544"	"9"	78175343	78175624	282	"*"	762	8.39684	76.22591	71.14978	92	"overlap"	0
"187"	"9"	78477087	78477794	708	"*"	LH20_HO1_ol_merged__300	"GroupA_HO1_GroupA_LH20_peak_1545"	"9"	78477087	78477508	422	"*"	61	2.9821	6.16912	1.78088	238	"includeFeature"	0
"188"	"9"	78480578	78481553	976	"*"	LH20_HO1_ol_merged__301	"GroupA_HO1_GroupA_LH20_peak_1547"	"9"	78480578	78481553	976	"*"	98	3.97178	9.84681	5.18497	871	"overlap"	0
"189"	"9"	86459165	86459602	438	"*"	LH20_HO1_ol_merged__302	"GroupA_HO1_GroupA_LH20_peak_1548"	"9"	86459165	86459602	438	"*"	76	2.9203	7.64983	3.11006	161	"overlap"	0
"190"	"9"	102717815	102718320	506	"*"	LH20_HO1_ol_merged__303	"GroupA_HO1_GroupA_LH20_peak_1551"	"9"	102717815	102718241	427	"*"	52	2.83235	5.22233	1.01557	103	"includeFeature"	0
"191"	"GL456216.1"	8876	9519	644	"*"	LH20_HO1_ol_merged__304	"GroupA_HO1_GroupA_LH20_peak_1560"	"GL456216.1"	8876	9498	623	"*"	78	3.14329	7.84128	3.29088	349	"includeFeature"	0
"192"	"GL456367.1"	1131	1681	551	"*"	LH20_HO1_ol_merged__305	"GroupA_HO1_GroupA_LH20_peak_1563"	"GL456367.1"	1181	1681	501	"*"	74	1.89231	7.44403	2.9187	468	"overlapStart"	0
"193"	"GL456367.1"	8274	8542	269	"*"	LH20_HO1_ol_merged__306	"GroupA_HO1_GroupA_LH20_peak_1564"	"GL456367.1"	8274	8542	269	"*"	175	2.50035	17.54352	12.71057	158	"overlap"	0
"194"	"JH584304.1"	58898	60662	1765	"*"	LH20_HO1_ol_merged__312	"GroupA_HO1_GroupA_LH20_peak_1570"	"JH584304.1"	59059	60649	1591	"*"	32	1.19734	3.22185	0	1587	"includeFeature"	13
"195"	"X"	31184749	31185477	729	"*"	LH20_HO1_ol_merged__323	"GroupA_HO1_GroupA_LH20_peak_1585"	"X"	31184749	31185325	577	"*"	58	2.6918	5.82732	1.5001	415	"includeFeature"	0
"196"	"X"	94913894	94914701	808	"*"	LH20_HO1_ol_merged__326	"GroupA_HO1_GroupA_LH20_peak_1602"	"X"	94913894	94914701	808	"*"	95	2.58756	9.54884	4.90323	679	"overlap"	0
"197"	"X"	126747759	126748194	436	"*"	LH20_HO1_ol_merged__329	"GroupA_HO1_GroupA_LH20_peak_1608"	"X"	126747860	126748194	335	"*"	62	2.63372	6.26282	1.86476	107	"overlapStart"	0
"198"	"X"	126750048	126750545	498	"*"	LH20_HO1_ol_merged__330	"GroupA_HO1_GroupA_LH20_peak_1609"	"X"	126750139	126750545	407	"*"	114	3.94732	11.42294	6.70807	248	"overlapStart"	0
"199"	"X"	126753503	126754527	1025	"*"	LH20_HO1_ol_merged__332	"GroupA_HO1_GroupA_LH20_peak_1611"	"X"	126753503	126754044	542	"*"	93	2.931	9.35067	4.71435	328	"includeFeature"	0
"200"	"X"	126761417	126762048	632	"*"	LH20_HO1_ol_merged__334	"GroupA_HO1_GroupA_LH20_peak_1616"	"X"	126761417	126762016	600	"*"	73	2.79101	7.34108	2.82129	434	"includeFeature"	0
"201"	"X"	126776765	126777321	557	"*"	LH20_HO1_ol_merged__339	"GroupA_HO1_GroupA_LH20_peak_1622"	"X"	126776765	126777321	557	"*"	84	2.49787	8.44453	3.85645	375	"overlap"	0
"202"	"X"	148864999	148865330	332	"*"	LH20_HO1_ol_merged__340	"GroupA_HO1_GroupA_LH20_peak_1627"	"X"	148864999	148865314	316	"*"	60	2.52924	6.02537	1.67423	269	"includeFeature"	0
"203"	"X"	169981205	169981899	695	"*"	LH20_HO1_ol_merged__342	"GroupA_HO1_GroupA_LH20_peak_1630"	"X"	169981600	169981899	300	"*"	51	2.81867	5.18726	0.99112	143	"overlapStart"	0
"204"	"X"	170019826	170020798	973	"*"	LH20_HO1_ol_merged__343	"GroupA_HO1_GroupA_LH20_peak_1632"	"X"	170019826	170020798	973	"*"	145	2.36456	14.59051	9.80879	216	"overlap"	0
"205"	"Y"	10170616	10171033	418	"*"	LH20_HO1_ol_merged__344	"GroupA_HO1_GroupA_LH20_peak_1633"	"Y"	10170616	10171033	418	"*"	55	2.94206	5.501	1.22161	279	"overlap"	0
"206"	"Y"	90740206	90740873	668	"*"	LH20_HO1_ol_merged__346	"GroupA_HO1_GroupA_LH20_peak_1635"	"Y"	90740464	90740873	410	"*"	68	1.68618	6.82194	2.35401	17	"overlapStart"	0
"207"	"Y"	90785024	90785462	439	"*"	LH20_HO1_ol_merged__347	"GroupA_HO1_GroupA_LH20_peak_1638"	"Y"	90785024	90785462	439	"*"	106	2.51287	10.65601	5.96343	334	"overlap"	0
"208"	"Y"	90794612	90795385	774	"*"	LH20_HO1_ol_merged__348	"GroupA_HO1_GroupA_LH20_peak_1640"	"Y"	90794612	90795385	774	"*"	108	2.00912	10.83156	6.13302	90	"overlap"	0
"209"	"Y"	90797888	90798463	576	"*"	LH20_HO1_ol_merged__350	"GroupA_HO1_GroupA_LH20_peak_1642"	"Y"	90797901	90798463	563	"*"	68	1.82503	6.86208	2.38982	168	"overlapStart"	0
"210"	"Y"	90811522	90812974	1453	"*"	LH20_HO1_ol_merged__353	"GroupA_HO1_GroupA_LH20_peak_1645"	"Y"	90811603	90812409	807	"*"	53	1.49962	5.35971	1.12806	762	"includeFeature"	81
"211"	"Y"	90829605	90829990	386	"*"	LH20_HO1_ol_merged__354	"GroupA_HO1_GroupA_LH20_peak_1646"	"Y"	90829615	90829990	376	"*"	74	2.1248	7.48668	2.95895	261	"overlapStart"	0
